track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_popularity,youtube_views,tiktok_views,airplay_spins,siriusxm_spins,pandora_streams,soundcloud_streams,shazam_counts,explicit_track
TWINNEM,TWINNEM,Coi Leray,9/20/2021,USUM72115284,"3,557",22.8,"34,116,353",42.0,"73,393,043","6,661,617,341",966,"1,051","13,112,166","1,967,272","1,061,424",1
Love Sosa,Finally Rich (Deluxe),Chief Keef,1/1/2012,USUM71214600,"3,586",22.7,"757,522,352",74.0,"101,146,931","450,672,924","1,404",51,"199,348,206","385,854","1,130,370",1
Boyfriend,Believe,Justin Bieber,1/1/2012,USUM71202650,"3,614",22.6,"538,918,222",70.0,"992,302,781","149,188,520","5,481",66,"196,398,467","313,957","3,052,967",0
Let Me Love You,Turning Point,Mario,1/1/2004,USJAY0400348,"3,608",22.6,"971,172,980",70.0,"996,052,113","171,491,357","112,158",106,"1,022,198,659","139,191","6,473,758",0
Like I Want You,LIKE I WANT YOU,Giveon,11/21/2019,USSM11914370,"3,623",22.6,"382,565,051",69.0,"121,875,542","123,745,488",25,24,"26,786,493","21,223,826","1,222,113",0
Budapest,Did You Hear the Rain?,George Ezra,11/3/2013,GBARL1400477,"3,646",22.5,"1,142,061,871",79.0,"265,620,751","42,711,557","106,124",208,"336,791,180","360,734","12,360,774",0
Just Dance,The Fame,Lady Gaga,1/1/2008,USUM70807646,"3,629",22.5,"1,062,571,821",74.0,"566,585,521","623,454,990","209,992",425,"267,910,774","9,858,069","7,126,620",0
Tom's Diner,Tom's Diner,AnnenMayKantereit,6/28/2019,DEUM71903009,"3,640",22.5,"296,543,065",68.0,"205,245,834","2,473,547,695","6,060",148,"1,650,972","527,470","3,560,853",0
Ring (feat. Kehlani),Invasion of Privacy,Cardi B,4/6/2018,USAT21801432,"3,671",22.4,"242,105,356",59.0,"327,705,174","38,979,215","48,967",40,"198,379,303","34,076,078","1,550,411",1
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,12/2/2016,USRN11600859,"3,696",22.3,"516,523,975",67.0,"407,784,529","10,506,569","132,684",56,"366,815,231","1,264,787","1,925,032",0
SET ME FREE,READY TO BE,TWICE,3/10/2023,US5TA2300005,"3,705",22.3,"117,186,345",62.0,"137,633,324","580,855,649","1,361",33,"575,708","626,127","191,507",0
"Sex, Drugs, Etc.",Chit Chat,Beach Weather,11/4/2016,TCACS1642138,"3,731",22.2,"818,926,915",77.0,"85,879,643","478,999,463","127,903",278,"4,397,971","9,460,095","3,388,780",0
Playing Games,Playing Games,Summer Walker,8/23/2019,USUM71917221,"3,737",22.2,"177,369,022",58.0,"200,783,046","75,387,907","100,358",472,"26,303,941","35,561,645","1,548,061",1
NI BIEN NI MAL,X 100PRE,Bad Bunny,12/23/2018,QM7281884659,"3,735",22.2,"461,199,840",61.0,"457,134,135","170,750,243","2,191",21,"87,133,397","1,606,154","889,933",1
Candy Shop,Candy Shop,50 Cent,1/1/2005,USIR10500072,"3,732",22.2,"954,807,024",75.0,"1,230,174,677","950,938,614","44,539",122,"336,378,328","18,800,874","6,300,407",1
This Town,This Town,Niall Horan,9/29/2016,USUG11601029,"3,743",22.1,"957,810,500",74.0,"174,370,096","159,860,013","19,825",69,"168,215,252","21,192,691","5,142,901",0
Cab In A Solo,Cab In A Solo - Single,Scotty McCreery,8/18/2023,USQX92304263,"3,787",22.0,"11,614,161",55.0,"3,113,363","1,218,414","118,584",3,"11,488,894","136,514","311,403",0
Slide,Slide,H.E.R.,9/27/2019,USRC11902505,"3,781",22.0,"224,529,894",53.0,"268,061,194","112,923,227","92,023",9,"132,646,262","3,325,890","2,404,340",1
Be The One,Be The One,Eli Brown,3/31/2023,GBUM72302199,"3,777",22.0,"75,309,953",67.0,"9,963,983","22,133,936","3,716",39,"827,038","3,389,875","330,883",0
This City,Not a Hobby,Sam Fischer,1/19/2018,TCADL1840559,"3,767",22.0,"633,467,655",63.0,"26,434,293","1,120,361,528","43,085",83,"34,430,527","27,508,804","1,565,404",0
Overwhelmed,Overwhelmed,Royal & the Serpent,6/26/2020,USAT22002973,"3,813",21.9,"189,175,699",62.0,"14,575,452","2,001,548,087","22,497",163,"16,754,992","5,117,469","1,456,206",0
Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,8/1/2022,USA2P2230222,"3,836",21.8,"541,018,402",74.0,"35,777,367","1,096,877,338","6,153",106,"885,151","1,574,180","474,609",0
PERSIAN RUGS,PARTYPACK,PARTYNEXTDOOR,10/16/2020,USWB12004216,"3,840",21.8,"113,153,819",65.0,"14,448,833","47,272,619",63,37,"1,376,205","48,659,667","97,523",1
Be Kind (with Halsey),Manic,Marshmello,1/17/2020,USUG12001567,"3,829",21.8,"664,972,754",67.0,"148,754,253","275,420,611","123,485",251,"50,964,881","52,172","3,200,345",0
For Tonight,For Tonight,Giveon,9/24/2021,USSM12106837,"3,848",21.7,"259,405,297",59.0,"68,379,159","71,844,871","66,137",714,"38,644,659","4,737,504","1,255,610",0
0800 HEAVEN,0800 HEAVEN - Single,Nathan Dawe,6/9/2023,GBAHS2300402,"3,878",21.7,"68,189,858",61.0,"15,853,723","4,189,925","66,669",205,"198,047","1,981,079","521,658",0
March Madness,56 Nights,Future,3/21/2015,USSM11507194,"3,886",21.7,"169,574,765",61.0,"64,115,813","29,701,332","3,414",5,"309,053,851","100,699,130","1,488,185",1
Que Calor (with J Balvin & El Alfa),Major Lazer Essentials,Major Lazer,10/19/2018,QMUY41800271,"3,875",21.7,"433,664,050",59.0,"235,890,905","1,344,891,926","28,247",277,"26,759,367","8,083,227","4,070,551",0
I Know,I Know,Kanii,3/10/2023,USWB12300650,"3,914",21.6,"49,939,720",54.0,"48,845,907","1,646,887,640",178,"1,056","232,181","2,940,190","510,234",1
The Last Goodbye (feat. Bettye LaVette),The Last Goodbye (feat. Bettye LaVette) - Single,ODESZA,2/8/2022,GBCFB2100832,"3,905",21.6,"122,957,173",58.0,"35,159,391","1,408,619,017","5,136",19,"1,757,068","1,860,975","1,713,873",0
The Weekend,Ctrl,SZA,6/9/2017,USRC11701116,"3,896",21.6,"537,523,729",70.0,"366,197,654","103,430,758","2,678",65,"211,565,753","3,776,319","1,833,030",1
Rake It Up,Rake It Up,Yo Gotti,6/23/2017,USSM11705366,"3,924",21.6,"365,789,171",58.0,"347,981,506","75,103,695",8,51,"336,119,724","1,720,331","3,844,287",1
Walk,Walk/Spin,Kodak Black,9/16/2022,USAT22214755,"3,903",21.6,"62,323,136",54.0,"34,075,392","25,342,217","2,750",544,"3,561,732","10,571,345","288,137",1
Animals,Animals - Single,Martin Garrix,1/1/2013,NLZ541300467,"3,957",21.5,"413,855,724",61.0,"62,878,984","170,836,810","8,044",375,"164,294,520","74,446,604","17,865,575",1
Let The Light In (feat. Father John Misty),Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,3/10/2023,GBUM72206754,"3,932",21.5,"240,686,521",75.0,"21,619","349,168,412","2,028",22,"912,274","149,385","632,580",0
Show Me How,Show Me How - Single,Men I Trust,2/28/2018,TCADM1873570,"3,965",21.4,"466,462,034",20.0,"91,890,599","1,503,260,547","1,227",102,"2,932,987","15,339,480","989,841",0
Joro,Joro,Wizkid,9/30/2019,USRC11901068,"4,005",21.3,"117,819,788",59.0,"312,077,132","1,866,473,503","5,324",1,"4,356,329","5,341,193","3,178,427",0
Colors,Colors,Black Pumas,4/16/2019,USATO1900023,"4,014",21.3,"215,492,373",67.0,"291,742,629","64,559,724","48,571",231,"18,305,762","931,340","2,951,859",0
Flowers,Flowers,Lauren Spencer Smith,4/14/2022,USUG12202201,"4,000",21.3,"260,183,209",65.0,"64,169,463","295,540,554","15,877",62,"12,043,516","5,221,070","626,257",1
7 Summers,7 Summers,Morgan Wallen,8/14/2020,QZ22S1800133,"4,038",21.2,"433,429,705",73.0,"108,280,492","273,205,308","44,492",14,"77,905,510","5,301,405","667,963",0
You're Somebody Else,Nothing Lasts Forever (And It's Fine),flora cash,4/21/2017,SEXCG1700102,"4,025",21.2,"473,059,298",62.0,"302,782,709","793,624,604","50,039",59,"71,313,267","9,351,732","4,844,008",0
Pelle Coat,Pelle Coat,Lil Durk,5/25/2023,USQX92303167,"4,055",21.2,"25,898,720",50.0,"21,808,363","16,324,229",413,4,"2,593,246","7,153,821","317,600",1
King's Dead (with Kendrick Lamar & Future),King''s Dead (with Kendrick Lamar & Future),Jay Rock,1/12/2018,USUM71714093,"4,081",21.1,"597,167,984",65.0,"229,946,161","1,101,118,641","2,107",38,"85,519,386","2,310,759","2,571,189",1
Alone,Alone,Rod Wave,8/9/2022,USQX92203746,"4,098",21.0,"64,562,541",55.0,"63,051,891","38,123,007","1,310",181,"20,018,298","14,854,093","262,393",1
Only Girl (In The World),Loud (Japan Version),Rihanna,1/1/2010,USUM71023200,"4,090",21.0,"1,085,436,198",78.0,"162,454,294","1,513,290","227,403",212,"507,023,502","1,394,635","6,724,803",0
Hit Different,Hit Different,SZA,9/4/2020,USRC12002998,"4,097",21.0,"254,979,267",63.0,"234,785,367","76,024,269","46,258",19,"64,371,686","1,578,488","961,364",1
Energy,Energy,Digga D,3/9/2023,GB2DY2300114,"4,113",21.0,"43,078,993",52.0,"10,699,230","306,310,318","3,645",103,"28,410","4,102,693","128,246",1
What A Man Gotta Do,What A Man Gotta Do,Jonas Brothers,1/17/2020,USUG11904422,"4,104",21.0,"505,295,731",64.0,"151,335,556","48,126,470","211,790",222,"51,486,501","208,843","2,572,578",0
No Switch,Colors (Deluxe),YoungBoy Never Broke Again,1/21/2022,USAT22200200,"4,119",20.9,"53,849,840",60.0,"60,416,082","40,727,724",528,4,"2,506,210","20,423,284","354,115",1
Yankee 150,Yankee 150 - Single,Yandel,6/16/2023,QM6P42372371,"4,189",20.7,"126,879,048",63.0,"26,943,448","389,534","9,665",5,"21,058,757","525,588","199,309",1
Fuga Pa Cali 2,La Clase,Grupo Los de la O,11/12/2021,QZMFV2000234,"4,182",20.7,"274,559,147",66.0,"225,016,104","98,720,581",11,4,"10,537,539","2,239,350","592,764",1
Cruise,Here's To The Good Times,Florida Georgia Line,1/1/2012,USUM71207991,"4,210",20.6,"455,780,340",67.0,"2,801,769","11,785,941","138,702",281,"601,741,070","1,839,356","2,690,275",0
Down In Atlanta,Down In Atlanta - Single,Pharrell Williams,11/18/2022,USSM12208341,"4,214",20.6,"92,424,493",58.0,"9,282,240","120,998,374","14,373",83,"1,754,240","1,906,965","314,486",1
Sun to Me,American Heartbreak,Zach Bryan,5/20/2022,USWB12201490,"4,209",20.6,"307,125,680",78.0,"23,958,351","91,548,493","1,612",24,"61,065,910","2,086,392","170,053",0
ID,ID - Single,Young Miko,6/2/2023,QZXD92300004,"4,197",20.6,"118,689,822",61.0,"45,565,540","215,516,634","3,615",22,"1,171,962","314,977","227,408",1
Remember That Night?,Remember That Night?,Sara Kays,11/6/2020,USAT22007230,"4,200",20.6,"363,510,259",68.0,"45,636,634","907,351,760","12,357",17,"44,733,897","15,009,558","663,298",0
Bound 2,Yeezus,Kanye West,1/1/2013,USUM71307523,"4,239",20.5,"948,562,412",76.0,"179,763,989","509,550,794","1,601",23,"21,177,888","31,181,184","2,295,441",1
Feel This Moment,Greatest Hits,Pitbull,1/1/2009,USRC11201328,"4,243",20.5,"687,212,492",74.0,"830,074,389","388,454,078","1,411",199,"323,641,777","15,618,720","10,452,280",0
Ocean Drive,Ocean Drive,Duke Dumont,7/31/2015,GBUM71504503,"4,246",20.5,"624,262,344",68.0,"139,990,813","61,873,397","56,327",34,"70,073,404","15,506,367","13,112,923",0
Mama (with Skilla Baby & Tay B),Mama (with Skilla Baby & Tay B),Rob49,8/4/2023,USA2P2330132,"4,240",20.5,"15,885,603",53.0,"9,303,252","17,072,834","49,615",111,"4,964,003","4,147,498","692,423",1
Clouded,Fuck The World,Brent Faiyaz,2/7/2020,QM24S1927163,"4,264",20.4,"556,176,640",75.0,"53,515,473","203,313,460",48,6,"15,516,583","15,539,564","478,489",1
Day 'N' Nite (nightmare),Day 'N' Nite,Kid Cudi,1/1/2009,USUM70957500,"4,277",20.4,"836,986,096",64.0,"348,950,018","87,179,494","16,944",205,"675,329,188","3,925,477","2,984,024",1
VOID,VOID,Melanie Martinez,3/29/2023,USAT22220418,"4,259",20.4,"121,386,649",56.0,"36,712,138","399,701,698","25,855",16,"2,154,605","2,224,291","232,347",0
i'm so tired...,i'm so tired...,Lauv,1/24/2019,GBKPL1933763,"4,260",20.4,"885,986,482",66.0,"221,704,345","39,158,457","46,352",71,"31,530,526","5,865,868","2,767,586",0
Quï¿½ï¿½ Onda Per,Quï¿½ï¿½ Onda Per,Gerardo Coronel,2/17/2023,QZDQH2301118,"4,307",20.3,"58,284,482",54.0,"79,995,263","281,657,688","1,561",16,"35,942,085","741,427","507,081",0
Your Heart Or Mine,Mr. Saturday Night,Jon Pardi,9/2/2022,USUM72211354,"4,329",20.2,"129,531,779",69.0,"13,125,721","12,561,121","153,263",144,"34,744,597","893,347","446,529",0
"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",The Offspring,6/12/2008,USSM10801605,"4,334",20.2,"968,810,827",77.0,"336,220,628","47,328,081","67,246",5,"793,391,919","1,109,382","3,522,400",1
Hide Away,Hide Away,Daya,4/22/2015,QM4ZV1500057,"4,327",20.2,"493,444,344",76.0,"110,108,631","1,951,015,670","8,576",162,"315,421,399","2,353,027","4,367,770",0
Chamber Of Reflection,Salad Days,Mac DeMarco,3/28/2014,QMMZN1300568,"4,321",20.2,"728,140,057",74.0,"251,014,567","918,538,689","2,120",4,"19,923,286","15,522,068","2,451,463",0
Baddest,Baddest,Yung Bleu,6/11/2021,USUYG1373541,"4,391",20.0,"58,539,080",49.0,"93,406,018","122,233,226","180,840",245,"72,404,038","1,747,863","1,492,094",1
Embarrassed (feat. Travis Scott),Embarrassed (feat. Travis Scott),Don Toliver,2/23/2023,USAT22302147,"4,418",19.9,"96,288,883",63.0,"8,545,326","2,917,500",278,4,"527,188","2,021,849","190,951",1
Young,Vibes,Vacations,12/9/2016,SEYOK1669274,"4,431",19.8,"597,591,280",74.0,"105,282,082","1,487,039,791",269,10,"4,444,885","23,290,198","1,723,404",0
She Make It Clap,She Make It Clap,Soulja Boy,3/12/2021,TCAFL2178806,"4,452",19.8,"87,813,373",51.0,"22,158,547","3,050,656,195","11,520",147,"11,767,557","3,340,704","571,513",1
You should be sad,You should be sad,Halsey,11/8/2019,USUM71918343,"4,490",19.7,"557,921,212",64.0,"61,717,959","41,811,499","118,637",338,"105,657,255","5,930,140","2,538,528",1
Ex's & Oh's,Love Stuff (Japan Version),Elle King,1/1/2014,USRC11401950,"4,466",19.7,"501,915,477",66.0,"317,068,971","29,687,816","114,659",240,"351,130,418","9,884,534","11,012,948",0
DFMU,DFMU,Ella Mai,1/28/2022,USUM72123679,"4,491",19.7,"59,929,910",56.0,"87,393,499","36,200,780","99,339",428,"74,838,753","3,910,975","810,803",1
The Heart Part 5,The Heart Part 5,Kendrick Lamar,5/8/2022,USUM72208318,"4,470",19.7,"89,806,639",59.0,"55,825,164","49,727,704",172,28,"2,152,456","8,141,454","303,787",1
A Ella,A Ella,KAROL G,5/5/2017,USUM71703010,"4,456",19.7,"365,062,854",71.0,"893,949,453","109,160,109","1,956",32,"57,470,493","2,498,936","501,725",0
Smells Like Teen Spirit,Nevermind (30th Anniversary Edition Super Deluxe),Nirvana,9/24/1991,USGF19942501,"4,510",19.6,"2,021,910,364",77.0,"348,081,676","720,283,921","146,813",287,"691,979,509","13,047,851","12,775,440",0
Country Girl (Shake It For Me),Tailgates & Tanlines,Luke Bryan,1/1/2011,USCN11100078,"4,530",19.6,"464,203,349",70.0,"192,327,944","136,935,165","99,018",141,"514,853,161","1,017,184","2,256,949",0
The Way I Are,Shock Value (International Version),Timbaland,1/1/2007,USUM70722806,"4,495",19.6,"858,734,232",78.0,"671,323,389","318,483,532","56,432",347,"404,463,590","1,896,764","10,984,658",0
Delilah (pull me out of this),Delilah (pull me out of this),Fred again..,10/17/2022,GBAHS2201028,"4,555",19.5,"172,321,571",61.0,"441,247","164,453,741","16,471",27,"353,677","3,734,930","615,432",0
Focus,Focus,Ariana Grande,10/30/2015,USUM71516960,"4,551",19.5,"315,697,428",57.0,"1,033,104,472","61,451,981","6,723",1,"65,640,640","4,570,896","1,966,828",0
Daylight,Harry's House,Harry Styles,5/20/2022,USSM12200613,"4,558",19.5,"377,242,486",68.0,"46,848,683","224,312,083","4,931",218,"20,446,088","165,194","224,414",0
